Date/Time,OA_DB,Site Horizontal Infrared Radiation Rate per Area,Site Diffuse Solar Radiation Rate per Area,Site Direct Solar Radiation Rate per Area,Electric Equipment Electricity Rate,People Occupant Count,Site Outdoor Air Wetbulb Temperature,Site Outdoor Air Humidity Ratio
 07/23  20:00:00,26.1,394,3,4.9375,0,0,21.17774301,0.014056749
 07/23  21:00:00,25,387.125,0,0,0,0,21.08985166,0.01437644
 07/23  22:00:00,25,378.625,0,0,0,0,21.08985166,0.01437644
 07/23  23:00:00,24.4,374.125,0,0,0,0,20.9700319,0.014458085
 07/23  24:00:00,23.3,369.875,0,0,0,0,21.03115136,0.01502398
 07/24  01:00:00,22.8,366.125,0,0,0,0,20.55764201,0.014565764
 07/24  02:00:00,22.8,365,0,0,0,0,20.55764201,0.014565764
 07/24  03:00:00,22.2,363.125,0,0,0,0,20.24444329,0.014382691
 07/24  04:00:00,22.8,363.875,0,0,0,0,20.55764201,0.014565764
 07/24  05:00:00,22.8,369.375,10.625,5.9375,0,0,20.55764201,0.014565764
 07/24  06:00:00,23.3,378.875,56.875,83.6875,0,0,20.63248441,0.01447643
 07/24  07:00:00,25,386.75,110.375,334.875,0,0,21.52035535,0.015029451
 07/24  08:00:00,26.7,392.125,177.1875,453.6875,224,2.3333345,22.33026626,0.01551024
 07/24  09:00:00,27.2,405.25,267.5,383.125,224,8.458338,22.46831336,0.015525543
 07/24  10:00:00,28.3,416.375,350.0625,219.1875,0,1.45833345,23.12991672,0.016075018
 07/24  11:00:00,28.3,429,361.75,300.6875,224,2.625,23.45482452,0.016582821
 07/24  12:00:00,30,427.5,331.0625,471.5625,0,0.875,24.30065423,0.017219104
 07/24  13:00:00,30.6,434.25,372.8125,333.375,224,10.5,24.12005035,0.0166927
 07/24  14:00:00,31.7,442.875,352.4375,407.5,0,8.166669,25.0741872,0.017802012
 07/24  15:00:00,32.2,438.375,251.625,555.625,0,0,24.94079994,0.017387889
 07/24  16:00:00,31.1,433.125,197.75,510.9375,0,0,24.18368913,0.016625176
 07/24  17:00:00,31.1,430.125,155.0625,423.0625,0,0,24.54838467,0.017242569
 07/24  18:00:00,30.6,420.875,90.4375,287.375,0,0,24.47368108,0.017310139
 07/24  19:00:00,29.4,412.875,38.625,93.625,0,0,24.43689987,0.017778096
 07/24  20:00:00,28.3,407.25,0,0,0,0,24.55712727,0.018443
 07/24  21:00:00,27.8,411.25,0,0,0,0,24.09682207,0.017879735
 07/24  22:00:00,27.8,426.25,0,0,0,0,24.09682207,0.017879735
 07/24  23:00:00,26.7,429.875,0,0,0,0,24.25021799,0.018596532
 07/24  24:00:00,26.7,441.125,0,0,0,0,23.81842942,0.017896595
 07/25  01:00:00,25.6,407.125,0,0,0,0,22.78524272,0.016757287
 07/25  02:00:00,25.6,418.875,0,0,0,0,23.20578927,0.01742957
 07/25  03:00:00,23.3,432.25,0,0,0,0,22.06119472,0.016648927
 07/25  04:00:00,23.3,427.625,0,0,0,0,22.56397254,0.017391495
 07/25  05:00:00,22.2,422.375,5,0.5625,0,0,20.9929537,0.015515423
 07/25  06:00:00,21.7,417.75,30.25,3.375,0,0,20.87042211,0.015567833
 07/25  07:00:00,21.7,417,77.6875,11.0625,224,5.833338,20.8701688,0.015583985
 07/25  08:00:00,22.8,413.875,170.5,69.75,224,5.833338,21.57526735,0.016139896
 07/25  09:00:00,25,414.5,252.1875,179.875,224,2.041669,22.63771281,0.016784573
 07/25  10:00:00,23.9,425.375,322.5625,31.125,0,1.7500035,22.25612629,0.016670129
 07/25  11:00:00,25,434.75,338.4375,32.0625,0,0,22.63771281,0.016784573
 07/25  12:00:00,26.7,443.875,357.875,62.6875,0,0,23.52565817,0.017448938
 07/25  13:00:00,28.3,440.5,308,342.625,224,3.5,24.24543806,0.017930171
 07/25  14:00:00,30,434.125,246.125,549.5,0,3.5,23.9470017,0.01672701
 07/25  15:00:00,28.9,428,292.5,341.75,0,0,22.98687071,0.0156572
 07/25  16:00:00,28.9,407.5,136.5625,671.1875,0,0,22.64220459,0.015147033
 07/25  17:00:00,27.2,392,98.9375,602.5,0,0,22.46422349,0.015573768
 07/25  18:00:00,25,381.5,70.1875,424.9375,0,0,21.51620307,0.015091649
 07/25  19:00:00,23.3,378.875,40.9375,120.125,0,0,20.62919527,0.014536288
 07/25  20:00:00,22.8,378.125,0,0,0,0,20.55487235,0.014625939
 07/25  21:00:00,22.2,367,0,0,0,0,19.60010013,0.013549727
 07/25  22:00:00,21.7,359.125,0,0,0,0,19.38726421,0.013473672
 07/25  23:00:00,20.6,354.875,0,0,0,0,18.71789053,0.013051503
 07/25  24:00:00,20,351.125,0,0,0,0,18.85649633,0.013483899
 07/26  01:00:00,20,350,0,0,0,0,18.85649633,0.013483899
 07/26  02:00:00,19.4,348.75,0,0,0,0,19.06704702,0.014012879
 07/26  03:00:00,18.3,344.25,0,0,0,0,17.97628045,0.013062337
 07/26  04:00:00,18.9,343.875,0,0,0,0,18.57123703,0.01357336
 07/26  05:00:00,18.9,351.875,8.5,56.1875,0,0,18.57134377,0.013559393
 07/26  06:00:00,20.6,359.125,45.125,278.5,0,0,19.43964764,0.013990324
 07/26  07:00:00,22.2,375.375,110.3125,324.1875,112,1.75,20.24322037,0.014412331
 07/26  08:00:00,22.8,387.75,203.6875,167.875,0,5.25,20.16308999,0.014049735
 07/26  09:00:00,23.9,393.125,200.1875,463.8125,0,0,20.50774131,0.014049987
 07/26  10:00:00,25.6,396.875,184.375,703.4375,0,0,21.03621346,0.014081143
 07/26  11:00:00,26.1,401.75,247.125,573.4375,0,0,21.48398912,0.014514274
 07/26  12:00:00,26.7,406.5,234.125,536.125,224,5.25,21.70914383,0.014590005
 07/26  13:00:00,27.8,403.625,197.6875,713.4375,224,9.9166655,21.01838182,0.01315093
 07/26  14:00:00,27.8,402.875,258.3125,585.625,0,6.1249965,20.32096977,0.012175776
 07/26  15:00:00,26.7,405.25,259.5625,519.4375,0,0,19.06263786,0.010957912
 07/26  16:00:00,26.7,414.125,279.25,253,0,0,19.91735084,0.012097815
 07/26  17:00:00,26.1,413.375,171.25,210.5,0,0,20.06633648,0.012551095
 07/26  18:00:00,25.6,400.625,91.0625,327.25,0,0,19.63688293,0.01217767
 07/26  19:00:00,24.4,390.625,41,130.375,0,0,18.91332992,0.011719392
 07/26  20:00:00,22.8,381.125,0,0,0,0,20.1614368,0.014078731
 07/26  21:00:00,22.2,379.5,0,0,0,0,20.2426079,0.014427196
 07/26  22:00:00,21.7,372.25,0,0,0,0,20.1395497,0.014494981
 07/26  23:00:00,20,357,0,0,0,0,19.20469329,0.013943438
 07/26  24:00:00,20,351,0,0,0,0,19.20469329,0.013943438
 07/27  01:00:00,20,351,0,0,0,0,19.20469329,0.013943438
 07/27  02:00:00,18.3,345.375,0,0,0,0,18.29998779,0.013475079
 07/27  03:00:00,18.3,342,0,0,0,0,18.29998779,0.013488972
 07/27  04:00:00,18.9,343.875,0,0,0,0,18.57113041,0.013587356
 07/27  05:00:00,17.2,339.375,9.625,37.1875,0,0,17.19999695,0.012554184
 07/27  06:00:00,20.6,347.25,47.375,234.6875,0,0,19.7925632,0.014497393
 07/27  07:00:00,23.3,362.75,82.75,483,224,2.0416655,21.02839678,0.015086093
 07/27  08:00:00,25.6,374.875,115.75,632.0625,0,6.1249965,21.03205647,0.014124738
 07/27  09:00:00,26.7,381.5,146.4375,713.25,0,0,20.58001687,0.013026103
 07/27  10:00:00,28.3,387.375,157.6875,773.875,0,0,20.73062197,0.01256871
 07/27  11:00:00,28.9,391.25,168.375,807.1875,0,0,20.30158441,0.011722367
 07/27  12:00:00,30,396.375,173.4375,816.25,224,9.6250035,20.99182548,0.012227949
 07/27  13:00:00,30.6,399.625,184.125,789.375,224,6.416669,20.45501802,0.011243189
 07/27  14:00:00,31.1,410,219.6875,665.5,0,3.2083345,20.62780761,0.011291521
 07/27  15:00:00,31.7,418.5,194.875,607.1875,224,0.2916655,21.09162751,0.011678345
 07/27  16:00:00,31.7,423.125,211.125,435.6875,44.8,1.5749965,21.51490264,0.012301739
 07/27  17:00:00,30.6,423.75,175.25,350.1875,0,0.7,21.46650236,0.012690312
 07/27  18:00:00,29.4,418,89.8125,310.9375,0,0,21.63588625,0.013454735
 07/27  19:00:00,28.9,413.75,35.5,66.9375,224,1.166662,21.94035985,0.014111433
 07/27  20:00:00,27.2,404.875,0,0,224,1.166662,21.82217899,0.014667625
 07/27  21:00:00,26.7,414.375,0,0,0,0.8749965,22.01331623,0.015143411
 07/27  22:00:00,26.1,414.25,0,0,0,0,21.78052689,0.015050991
 07/27  23:00:00,25.6,414,0,0,0,0,21.774103,0.015251891
 07/27  24:00:00,25,415.75,0,0,0,0,21.79938471,0.015541883
 07/28  01:00:00,18.9,404.375,0,0,0,0,18.12578937,0.0130422
 07/28  02:00:00,18.9,371.75,0,0,0,0,18.57057814,0.01365777
 07/28  03:00:00,18.9,370.375,0,0,0,0,18.57068833,0.013643629
 07/28  04:00:00,18.9,390.875,0,0,0,0,18.57068833,0.013643629
 07/28  05:00:00,19.4,400.5,3.25,1.625,0,0,19.06650565,0.014085474
 07/28  06:00:00,20,397,34.625,88.5,0,0,19.20365733,0.01400116
 07/28  07:00:00,22.2,374,108.375,343.5625,224,2.625,20.24015648,0.014486966
 07/28  08:00:00,23.9,387,218.5,138.375,224,3.5,21.5946863,0.01570419
 07/28  09:00:00,24.4,422,267.6875,32.125,0,0.875,22.47173629,0.016803426
 07/28  10:00:00,26.7,429.625,290.0625,126.9375,0,0,23.8168478,0.017933867
 07/28  11:00:00,28.3,428.25,297.3125,281.375,224,0.8749965,24.24325472,0.017967554
 07/28  12:00:00,29.4,429.625,408.875,347.3125,224,2.9166655,24.10020138,0.017268592
 07/28  13:00:00,30,431.875,360.6875,345.5625,224,4.3749965,24.29145264,0.017326695
 07/28  14:00:00,30,435.5,344.625,145.125,0,1.1666655,23.59123274,0.016197938
 07/28  15:00:00,29.4,434.5,305.625,330.5625,0,0,23.41893981,0.016178268
 07/28  16:00:00,26.1,418.625,238.5,396.9375,0,0,22.52744428,0.016169997
 07/28  17:00:00,26.7,403.75,148.375,411.625,0,0,22.77996832,0.016303138
 07/28  18:00:00,25.6,392.5,82.625,310.125,0,0,22.06779216,0.015669979
 07/28  19:00:00,25,379.875,36.375,111,0,0,20.49210786,0.013646857
 07/28  20:00:00,22.2,371.875,0,0,0,0,20.61982903,0.014985782
 07/28  21:00:00,21.7,363.75,0,0,0,0,20.13856962,0.014524948
 07/28  22:00:00,21.1,357.5,0,0,0,0,19.56163031,0.013974372
 07/28  23:00:00,19.4,351,0,0,0,0,19.06694038,0.014027338
 07/28  24:00:00,19.4,348,0,0,0,0,19.06694038,0.014027338
 07/29  01:00:00,20,383.625,0,0,0,0,19.20443569,0.013957824
 07/29  02:00:00,20,404.375,0,0,0,0,18.50323773,0.013038442
 07/29  03:00:00,20,391.5,0,0,0,0,18.50373663,0.013025023
 07/29  04:00:00,20,396.5,0,0,0,0,18.50373663,0.013025023
 07/29  05:00:00,20,391.5,5.25,21.625,0,0,18.50373663,0.013025023
 07/29  06:00:00,21.1,375.875,44.3125,223.9375,0,0,19.19428361,0.013468167
 07/29  07:00:00,22.2,365.375,75.3125,513.8125,0,0,19.98745766,0.014075918
 07/29  08:00:00,23.3,364.5,102.1875,666.875,0,0,19.95353947,0.013568149
 07/29  09:00:00,24.4,374.125,139.5625,681.5,0,0,20.25083322,0.0135155
 07/29  10:00:00,25,386.5,205.5625,494.9375,0,0,20.49768528,0.013590684
 07/29  11:00:00,26.1,387.875,154.25,754.0625,0,0,20.06823088,0.012538201
 07/29  12:00:00,26.7,382.875,154.5625,836.9375,0,0,19.91949316,0.012085395
 07/29  13:00:00,27.2,382.25,154.0625,839.75,0,0,19.82406399,0.011747922
 07/29  14:00:00,27.8,384.25,148.25,824.1875,0,0,19.42263136,0.010961036
 07/29  15:00:00,27.8,384.375,136.5,788.5625,0,0,19.05464775,0.010476442
 07/29  16:00:00,27.2,382.125,118.5625,736.125,0,0,18.57605402,0.010119611
 07/29  17:00:00,26.7,378.5,94.0625,639.6875,0,0,18.17973995,0.0098221
 07/29  18:00:00,25.6,374.5,64.625,447.5,0,0,18.16319748,0.01025687
 07/29  19:00:00,23.9,371.125,31.5,149.5,0,0,17.25255576,0.009817134
 07/29  20:00:00,22.8,366.25,0,0,0,0,16.33642591,0.009186466
 07/29  21:00:00,21.7,356.5,0,0,0,0,16.14880543,0.009421004
 07/29  22:00:00,21.1,351.375,0,0,0,0,16.87522752,0.010533256
 07/29  23:00:00,18.3,344.125,0,0,0,0,16.8685264,0.011690394
 07/29  24:00:00,17.8,338.125,0,0,0,0,16.38767835,0.011321937
 07/30  01:00:00,17.8,337.625,0,0,0,0,16.72012602,0.011719705
 07/30  02:00:00,17.8,337.375,0,0,0,0,16.38767835,0.011321937
 07/30  03:00:00,15.6,330.125,0,0,0,0,15.2991781,0.010970095
 07/30  04:00:00,16.1,327.875,0,0,0,0,15.38311244,0.010846542
 07/30  05:00:00,15.6,335.875,4,2,0,0,14.89322913,0.010499313
 07/30  06:00:00,16.7,351.875,43.375,28.6875,0,0,15.97099792,0.011276789
 07/30  07:00:00,20,365.875,121,88.1875,0,0,18.14692506,0.012553899
 07/30  08:00:00,22.8,388.125,217.4375,107.75,0,0,19.49464225,0.013141723
 07/30  09:00:00,23.9,407.125,294,156.25,0,0,19.07621526,0.012126797
 07/30  10:00:00,25.6,405.75,312.875,377.875,0,0,19.63878834,0.012165167
 07/30  11:00:00,27.8,402.625,308.8125,530.125,0,0,19.96526833,0.011689321
 07/30  12:00:00,29.4,408.625,298.9375,549.4375,0,0,20.51473566,0.011793034
 07/30  13:00:00,28.9,418.875,314.375,452.25,0,0,19.9217253,0.011203519
 07/30  14:00:00,28.3,423.625,394.1875,349.1875,0,0,18.875258,0.010064379
 07/30  15:00:00,28.9,411.5,249.9375,484.25,0,0,18.34572684,0.009136593
 07/30  16:00:00,28.9,415.25,236.125,274.9375,0,0,19.72974351,0.010944413
 07/30  17:00:00,28.9,421.375,149.9375,176.75,0,0,19.14217276,0.010178805
 07/30  18:00:00,28.3,413.5,90.0625,120.5,0,0,18.87215956,0.01007471
 07/30  19:00:00,26.7,399,33.875,75.1875,0,0,17.81225452,0.009388129
 07/30  20:00:00,25.6,389.25,0,0,0,0,18.98755918,0.011345833
 07/30  21:00:00,24.4,380.125,0,0,0,0,18.90972472,0.011743515
 07/30  22:00:00,23.9,370.375,0,0,0,0,19.07148958,0.012164264
 07/30  23:00:00,22.2,362.625,0,0,0,0,18.80591436,0.012525713
 07/30  24:00:00,21.7,358.125,0,0,0,0,18.74185321,0.012651106
 07/31  01:00:00,19.4,350.125,0,0,0,0,17.92553125,0.012564972
 07/31  02:00:00,21.1,351,0,0,0,0,18.56727353,0.012689341
 07/31  03:00:00,21.1,358.375,0,0,0,0,18.18509516,0.012198017
 07/31  04:00:00,20.6,381.625,0,0,0,0,18.09907988,0.012297238
 07/31  05:00:00,18.9,384,3.875,0.125,0,0,17.78707502,0.012612952
 07/31  06:00:00,21.7,387.375,44.75,35.25,0,0,19.13005711,0.013161059
 07/31  07:00:00,23.9,387.375,126.125,214,0,0,19.3641152,0.012552069
 07/31  08:00:00,24.4,375.875,181.25,411.625,224,2.3333345,19.95654618,0.013142541
 07/31  09:00:00,26.7,378.5,229.5625,520.875,224,8.458338,20.57812755,0.013039537
 07/31  10:00:00,28.3,388,264.0625,589.5625,0,1.45833345,21.0844379,0.013085441
 07/31  11:00:00,29.4,393.5,286.375,625.625,224,2.625,20.70117758,0.01208502
 07/31  12:00:00,30.6,400,304.875,628.1875,0,0.875,21.66746837,0.012964821
 07/31  13:00:00,31.7,419.875,344.25,522.6875,224,10.5,23.74392442,0.015685438
 07/31  14:00:00,31.1,433.125,409.75,265.0625,0,8.166669,22.46515179,0.013955723
 07/31  15:00:00,28.3,433.125,402.8125,157,0,0,22.12124148,0.014631842
 07/31  16:00:00,29.4,432,294.4375,58.4375,0,0,22.72507798,0.015044819
 07/31  17:00:00,26.7,423.25,202.5,22.75,0,0,22.3239393,0.01559062
 07/31  18:00:00,26.7,425.5,104.625,11.875,0,0,20.90450456,0.013498935
 07/31  19:00:00,25.6,420,26.6875,0.875,0,0,20.26332387,0.013061997
 07/31  20:00:00,25,407.125,0,0,0,0,19.4297888,0.012180558
 07/31  21:00:00,23.9,388,0,0,0,0,18.77564191,0.011776933
 07/31  22:00:00,23,378.375,0,0,0,0,16.19218223,0.008946428
 07/31  23:00:00,22.2,365.5,0,0,0,0,16.8626318,0.010074232
 07/31  24:00:00,21.3,355.5,0,0,0,0,17.05161537,0.010676524
 08/01  01:00:00,20.4,351.5,0,0,0,0,18.89005726,0.013317143
 08/01  02:00:00,19.5,358.125,0,0,0,0,18.7153992,0.013466527
 08/01  03:00:00,18.7,370.5,0,0,0,0,18.37335378,0.013346081
 08/01  04:00:00,17.8,368.75,0,0,0,0,16.72165584,0.011671755
 08/01  05:00:00,17.8,364.375,3.375,3.875,0,0,16.38970682,0.011275643
 08/01  06:00:00,18.3,370.25,42,68.8125,0,0,17.20750737,0.01203949
 08/01  07:00:00,20,372.125,126.75,219.4375,224,5.833338,18.5062227,0.012958341
 08/01  08:00:00,22.2,382.25,194.5625,206.8125,224,5.833338,18.81483914,0.012423301
 08/01  09:00:00,23.9,387.125,181.4375,356.5625,224,2.041669,19.08405967,0.012064863
 08/01  10:00:00,25.6,387.875,151.375,743.8125,0,1.7500035,19.96430554,0.012528786
 08/01  11:00:00,26.7,385.25,138.875,839.0625,0,0,20.59320516,0.012932838
 08/01  12:00:00,27.2,384.25,144.3125,843.8125,0,0,20.68715207,0.012870687
 08/01  13:00:00,27.2,390,168.25,722.0625,224,3.5,20.68715207,0.012870687
 08/01  14:00:00,27.8,399.875,207.5625,472.8125,0,3.5,20.67854214,0.012624063
 08/01  15:00:00,26.7,394,148.1875,624.6875,0,0,19.58784559,0.011593737
 08/01  16:00:00,27.8,386.75,109.375,739.75,0,0,19.97266846,0.011653452
 08/01  17:00:00,27.2,383.5,85.5,655.1875,0,0,19.124909,0.010788395
 08/01  18:00:00,26.1,378.25,59,473.5,0,0,18.91838494,0.010975715
 08/01  19:00:00,26.1,376,28.875,188.3125,0,0,18.91838494,0.010975715
 08/01  20:00:00,23.3,368.5,0,0,0,0,18.548274,0.011676141
 08/01  21:00:00,22.8,362.125,0,0,0,0,18.39211772,0.011670337
 08/01  22:00:00,18.9,349.125,0,0,0,0,16.75020855,0.011247625
 08/01  23:00:00,18.9,342.625,0,0,0,0,17.10113075,0.011672021
 08/01  24:00:00,18.3,341.125,0,0,0,0,17.20712154,0.012051812
 08/02  01:00:00,17.8,338.125,0,0,0,0,16.38919766,0.011287181
 08/02  02:00:00,17.2,335.125,0,0,0,0,16.13875513,0.011241393
 08/02  03:00:00,17.8,340.25,0,0,0,0,16.72127292,0.011683706
 08/02  04:00:00,17.2,337.75,0,0,0,0,15.81224954,0.010860138
 08/02  05:00:00,18.3,337.125,4.875,25,0,0,16.52914969,0.011245341
 08/02  06:00:00,18.3,339.625,41.1875,242.1875,0,0,16.87054118,0.011642566
 08/02  07:00:00,21.7,351.25,74.3125,510,112,1.75,19.13506923,0.013080108
 08/02  08:00:00,23.9,364.875,102.6875,664.1875,0,5.25,19.8062349,0.013040513
 08/02  09:00:00,26.7,377.75,127.75,745.9375,0,0,20.91509,0.013415862
 08/02  10:00:00,27.2,384.25,152.5,785.25,0,0,20.34680762,0.012414555
 08/02  11:00:00,28.9,390.625,164.375,809.25,0,0,21.23958561,0.012956477
 08/02  12:00:00,28.9,393.375,167.1875,824.875,224,5.25,20.87115449,0.01245097
 08/02  13:00:00,29.4,395.5,156.6875,834.4375,224,9.9166655,21.46477385,0.013104057
 08/02  14:00:00,29.4,397,149.3125,818.875,0,6.1249965,21.64739863,0.013385529
 08/02  15:00:00,29.4,397,137.3125,783.875,0,0,21.64739863,0.013385529
 08/02  16:00:00,29.4,397.625,118.625,724.3125,0,0,22.01135929,0.01393655
 08/02  17:00:00,28.9,396.75,93.875,621.375,0,0,21.9485226,0.014053246
 08/02  18:00:00,27.2,390.375,63.6875,429.125,0,0,21.83009858,0.014591961
 08/02  19:00:00,26.1,383.25,30.5,144.9375,0,0,21.17328578,0.014100223
 08/02  20:00:00,24.4,380.375,0,0,0,0,20.96480962,0.014532736
 08/02  21:00:00,23.3,372.5,0,0,0,0,20.6300172,0.014521277
 08/02  22:00:00,23.3,368,0,0,0,0,20.6300172,0.014521277
 08/02  23:00:00,22.8,370.5,0,0,0,0,20.55487235,0.014625939
 08/02  24:00:00,22.2,373.25,0,0,0,0,20.24199367,0.014442092
 08/03  01:00:00,21.7,369.625,0,0,0,0,20.13905976,0.014509949
 08/03  02:00:00,21.7,367,0,0,0,0,20.13905976,0.014509949
 08/03  03:00:00,21.1,363.875,0,0,0,0,19.19304458,0.013495966
 08/03  04:00:00,21.7,368.875,0,0,0,0,19.13005711,0.013161059
 08/03  05:00:00,21.7,371.75,5.5,13.625,0,0,19.76482323,0.014012803
 08/03  06:00:00,22.8,374.75,51.625,136.5,0,0,20.55487235,0.014625939
 08/03  07:00:00,25,387.625,105.625,325.1875,224,2.0416655,21.80127621,0.015509703
 08/03  08:00:00,26.7,397.75,149.3125,504.625,0,6.1249965,23.08248503,0.016733426
 08/03  09:00:00,28.3,402.5,211.8125,493.0625,0,0,23.93114956,0.017400077
 08/03  10:00:00,29.4,411.5,242.6875,543.75,0,0,24.43689987,0.017778096
 08/03  11:00:00,30.6,424.75,309.375,510.6875,0,0,24.82444451,0.017912626
 08/03  12:00:00,30.6,427.5,329.375,499,224,9.6250035,24.47040689,0.017346157
 08/03  13:00:00,30.6,426,324.5625,567.5,224,6.416669,24.47040689,0.017346157
 08/03  14:00:00,31.7,434.75,287.0625,584.5,0,3.2083345,25.06553322,0.017894789
 08/03  15:00:00,31.7,437.5,256.9375,473.625,224,0.2916655,24.69171232,0.017289345
 08/03  16:00:00,31.7,433.5,214.6875,460.0625,44.8,1.5749965,24.31220186,0.01668382
 08/03  17:00:00,30.6,428.25,171.875,343.8125,0,0.7,24.46549375,0.017400466
 08/03  18:00:00,30.6,424.125,96.3125,238,0,0,24.81683215,0.018006281
 08/03  19:00:00,29.4,421.125,33.5,56.9375,224,1.166662,24.09589248,0.017322707
 08/03  20:00:00,29.4,447.5,0,0,224,1.166662,24.09589248,0.017322707
 08/03  21:00:00,26.1,451.5,0,0,0,0.8749965,23.25045172,0.0173652
 08/03  22:00:00,25.6,444,0,0,0,0,24.4289028,0.01950403
 08/03  23:00:00,25.6,443.375,0,0,0,0,24.02646935,0.018841562
 08/03  24:00:00,26.1,444.875,0,0,0,0,24.09596002,0.018763064
 08/04  01:00:00,26.1,446,0,0,0,0,24.09542197,0.018782768
 08/04  02:00:00,23.3,433.5,0,0,0,0,21.41521791,0.01581552
 08/04  03:00:00,24.4,431,0,0,0,0,22.86589847,0.017540848
 08/04  04:00:00,24.4,434,0,0,0,0,22.86632995,0.017522483
 08/04  05:00:00,23.9,432.75,3.75,0.25,0,0,23.15263605,0.018182758
 08/04  06:00:00,23.9,428.875,40.6875,1.5,0,0,20.49510281,0.014225604
 08/04  07:00:00,23.3,426.375,91.3125,1.25,224,2.625,21.6754554,0.016163529
 08/04  08:00:00,24.4,432.25,114.0625,4.5,224,3.5,24.02497308,0.019370365
 08/04  09:00:00,26.1,442.875,226.8125,0.9375,0,0.875,24.91630431,0.020130381
 08/04  10:00:00,27.2,450.75,305.5,2.625,0,0,24.71991783,0.019308616
 08/04  11:00:00,29.4,461.75,363.375,1.875,224,0.8749965,25.72517303,0.02009483
 08/04  12:00:00,30,468.875,391.4375,111.5,224,2.9166655,25.46841599,0.019392691
 08/04  13:00:00,30.6,446.875,307.3125,555.0625,224,4.3749965,26.01441062,0.02009262
 08/04  14:00:00,30.6,437.375,249.25,554.75,0,1.1666655,26.01441062,0.02009262
 08/04  15:00:00,31.1,441.875,224.625,408.5625,0,0,26.4696185,0.02069326
 08/04  16:00:00,31.1,441.125,192.8125,489.875,0,0,26.46846762,0.020715034
 08/04  17:00:00,31.1,439.375,148,346.5,0,0,26.12774956,0.020104046
 08/04  18:00:00,30,435.25,89.8125,185,0,0,26.28053476,0.020846177
 08/04  19:00:00,28.9,422.375,29.625,63.4375,0,0,26.03105443,0.020870572
 08/04  20:00:00,28.3,421,0,0,0,0,25.76382189,0.020631856
 08/04  21:00:00,27.8,424.625,0,0,0,0,26.15366794,0.021536165
 08/04  22:00:00,28.3,433.75,0,0,0,0,25.76253161,0.020675317
 08/04  23:00:00,28.3,434.625,0,0,0,0,25.7631774,0.020653563
 08/04  24:00:00,21.7,420.75,0,0,0,0,19.76173717,0.014085545
 08/05  01:00:00,20,407.75,0,0,0,0,18.85423581,0.013567741
 08/05  02:00:00,20.6,406.5,0,0,0,0,19.07852427,0.013597794
 08/05  03:00:00,20.6,408,0,0,0,0,19.07802403,0.013611887
 08/05  04:00:00,20,405.5,0,0,0,0,18.50123848,0.013092395
 08/05  05:00:00,20.6,406.5,3.875,0.125,0,0,19.43514661,0.014165357
 08/05  06:00:00,21.1,409.875,43.5,2.0625,0,0,19.55718072,0.014105351
 08/05  07:00:00,21.7,414.125,110.6875,28.9375,0,0,20.50492161,0.015131843
 08/05  08:00:00,22.8,413.5,158.625,106.9375,0,0,21.57379892,0.016207215
 08/05  09:00:00,23.3,407.625,191.5,215.0625,0,0,21.4174817,0.015749668
 08/05  10:00:00,25.6,390,146.1875,717.0625,0,0,22.06365178,0.015735223
 08/05  11:00:00,27.2,402.875,257.5,524.25,0,0,22.77084408,0.016134242
 08/05  12:00:00,28.3,403.5,159.8125,716.9375,0,0,23.44404945,0.016721124
 08/05  13:00:00,28.3,426,285.25,168,0,0,23.44404945,0.016721124
 08/05  14:00:00,27.8,445.875,266.375,115,0,0,20.64999081,0.012794448
 08/05  15:00:00,30,430.75,210.1875,496.5,0,0,21.54995011,0.013182497
 08/05  16:00:00,30,416.625,150.375,557.625,0,0,21.93143853,0.013743905
 08/05  17:00:00,29.4,408.375,72,642.875,0,0,21.62202464,0.013538732
 08/05  18:00:00,27.8,395,46,529.875,0,0,21.34095165,0.013781462
 08/05  19:00:00,26.1,384,22.75,228.875,0,0,21.15986275,0.014232273
 08/05  20:00:00,24.4,376,0,0,0,0,20.95642652,0.014653795
 08/05  21:00:00,23.9,379.875,0,0,0,0,21.18672056,0.015178629
 08/05  22:00:00,23.9,380.25,0,0,0,0,20.77517468,0.014588706
 08/05  23:00:00,22.2,367.375,0,0,0,0,19.59342607,0.013662307
 08/05  24:00:00,22.2,360.375,0,0,0,0,18.79919134,0.012603637
 08/06  01:00:00,20,352.5,0,0,0,0,17.41069571,0.011736736
 08/06  02:00:00,20,347.375,0,0,0,0,17.16251256,0.011430263
 08/06  03:00:00,19.4,345.125,0,0,0,0,16.85109035,0.011299755
 08/06  04:00:00,18.3,340.25,0,0,0,0,15.82538518,0.010536303
 08/06  05:00:00,17.8,336.75,4.125,30.25,0,0,15.70588831,0.010593053
 08/06  06:00:00,18.3,337.875,35.125,283.6875,0,0,16.17707709,0.010937379
 08/06  07:00:00,20,344,61.8125,564.5,0,0,16.78823113,0.010948487
 08/06  08:00:00,21.1,350.125,104.375,598.9375,0,0,17.13597405,0.010913988
 08/06  09:00:00,21.7,372,212.375,181.625,0,0,17.6756863,0.011318508
 08/06  10:00:00,21.1,398.375,263.5,19.1875,0,0,17.53463803,0.011392562
 08/06  11:00:00,17.2,392.625,209.625,6.5625,0,0,15.47866108,0.010533163
 08/06  12:00:00,16.1,380.875,260.375,7.6875,0,0,15.38230739,0.010879985
